studyName	Sample Number	Species	Region	Island	Stage	Individual ID	Clutch Completion	Date Egg	Culmen Length (mm)	Culmen Depth (mm)	Flipper Length (mm)	Body Mass (g)	Sex	Delta 15 N (o/oo)	Delta 13 C (o/oo)	Comments
FAKE123	690	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N346A1	Yes	2009-08-08	34.7	20.0	221	1495	FEMALE	8.40567	-23.10707	
FAKE123	691	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N346A2	Yes	2007-02-05	46.3	18.7	188	2809	MALE	8.0737	-24.38365	
FAKE123	692	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N347A1	Yes	2009-09-25	36.0	18.2	221	3545	MALE	9.55123	-25.70364	
FAKE123	693	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N347A2	No	2008-03-15	30.8	15.4	216	3912	MALE	8.16994	-23.72802	
FAKE123	694	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N348A1	Yes	2007-09-25	43.8	21.5	209	3623	FEMALE	9.75495	-24.43602	
FAKE123	695	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N348A2	Yes	2007-04-17	41.9	16.6	198	3726	MALE	9.8482	-24.08536	
FAKE123	696	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N349A1	Yes	2009-10-28	31.7	21.5	200	4174	FEMALE	9.74742	-24.55982	
FAKE123	697	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N349A2	Yes	2009-04-26	49.2	15.2	172	4436	FEMALE	9.70548	-23.93705	
FAKE123	698	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N350A1	No	2008-07-24	42.3	16.0	215	4694	FEMALE	8.00686	-26.00042	
FAKE123	699	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N350A2	No	2008-11-12	49.6	20.8	192	2226	MALE	9.32227	-25.28079	
FAKE123	700	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N351A1	Yes	2007-02-12	40.9	17.1	184	1328	FEMALE	8.70532	-25.63847	
FAKE123	701	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N351A2	Yes	2009-03-26	32.4	15.5	202	1087	MALE	9.62206	-25.81946	
FAKE123	702	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N352A1	Yes	2009-04-03	37.1	18.9	176	1014	MALE	8.78284	-25.5082	
FAKE123	703	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N352A2	Yes	2009-12-22	44.7	21.4	171	1631	FEMALE	9.13124	-24.94186	
FAKE123	704	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N353A1	Yes	2007-04-28	44.2	19.5	211	3522	MALE	9.7058	-23.05662	
FAKE123	705	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N353A2	Yes	2008-05-26	38.6	22.2	162	2672	MALE	8.50546	-23.89942	
FAKE123	706	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N354A1	Yes	2007-12-08	49.2	20.0	176	4677	FEMALE	9.96413	-24.22427	
FAKE123	707	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N354A2	Yes	2007-09-12	46.6	18.0	165	4005	FEMALE	8.6348	-23.86073	
FAKE123	708	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N355A1	No	2008-02-01	48.9	16.6	204	4298	MALE	7.49084	-25.85936	
FAKE123	709	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N355A2	Yes	2008-01-24	39.5	16.1	218	3856	FEMALE	8.00694	-25.25818	
FAKE123	710	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N356A1	Yes	2007-08-11	45.4	18.7	185	3338	MALE	7.32982	-25.99803	
FAKE123	711	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N356A2	Yes	2008-06-17	48.7	16.7	223	4116	MALE	7.39497	-23.66063	
FAKE123	712	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N357A1	Yes	2007-07-28	43.6	16.1	224	4429	FEMALE	8.22249	-25.67203	
FAKE123	713	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N357A2	Yes	2008-05-02	44.3	16.2	212	2161	FEMALE	7.54756	-26.65302	
FAKE123	714	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N358A1	No	2007-11-16	45.7	17.8	183	4917	FEMALE	9.21433	-25.49602	
FAKE123	715	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N358A2	Yes	2007-02-15	41.2	18.6	218	4301	FEMALE	9.89283	-25.766	
FAKE123	716	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N359A1	Yes	2007-12-21	34.2	17.9	162	3032	FEMALE	9.81512	-23.55753	
FAKE123	717	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N359A2	Yes	2009-05-08	48.9	15.5	228	4366	FEMALE	7.48791	-26.14704	
FAKE123	718	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N360A1	Yes	2009-02-21	33.2	21.0	178	1281	FEMALE	8.4639	-24.5562	
FAKE123	719	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N360A2	Yes	2009-05-25	48.2	22.2	195	4387	MALE	9.95714	-26.27711	
FAKE123	720	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N361A1	Yes	2009-08-10	30.3	21.3	175	1540	MALE	7.6097	-26.74161	
FAKE123	721	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N361A2	Yes 	2007-09-07	37.3	21.8	225	3487	MALE	9.12611	-23.4276	
FAKE123	722	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N362A1	Yes	2008-10-01	32.5	20.8	223	2441	FEMALE	7.30174	-26.77079	
FAKE123	723	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N362A2 	Yes	2007-12-28	35.3	18.4	178	4929	MALE	7.78749	-25.1395	
FAKE123	724	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N363A1	Yes	2008-07-19	42.2	19.0	178	2529	MALE	9.7022	-25.89104	
FAKE123	725	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N363A2	Yes	2008-12-20	31.5	17.4	187	3908	MALE	9.00073	-23.33543	
FAKE123	726	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N364A1	Yes	2007-04-22	39.6	15.3	218	1378	FEMALE	7.57529	-23.29634	
FAKE123	727	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N364A2	Yes	2009-08-05	33.8	22.0	215	2868	FEMALE	9.9353	-23.3	
FAKE123	728 	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N365A1	Yes	2008-09-14	42.1	17.6	218	4282	FEMALE	9.09527	-24.91988	
FAKE123	729	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N365A2	Yes	2007-01-14	44.1	20.9	173	3995	FEMALE	7.24218	-23.65169	
FAKE123	730	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N366A1	Yes	2008-11-18	30.4	15.9	167	1566	FEMALE	9.08567	-23.25597	
FAKE123	731	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N366A2	Yes	2007-03-17	46.0	18.8	183	2046	MALE	7.15541	-24.13133	
FAKE123	732	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N367A1	Yes	2009-06-04	42.8	19.7	223	2599	FEMALE	8.33621	-25.57297	
FAKE123	733	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N367A2	Yes	2009-07-09	46.6	18.8	227	4520	FEMALE	7.70389	-24.97984	
FAKE123	734	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N368A1	Yes	2007-02-15	43.9	17.1	228	1593	MALE	8.8288	-23.17351	
FAKE123	735	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N368A2	Yes	2007-11-06	44.9	17.8	213	3655	MALE	9.58566	-26.84206	
FAKE123	736	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N369A1	Yes	2007-09-19	30.6	17.1	225	2980	FEMALE	8.52642	-24.11633	
FAKE123	737	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N369A2	Yes	2007-03-25	43.4	22.3	217	3445	MALE	9.72939	-25.3195T6	
FAKE123	738	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N370A1	Yes	2008-09-07	47.2	20.5	164	2369	FEMALE	9.18389	-26.50412	
FAKE123	739	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N370A2	Yes	2009-08-10	49.7	22.1	205	3227	MALE	7.19185	-25.78455	
FAKE123	740	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N371A1	Yes	2008-09-03	34.9	15.8	225	1706	MALE	8.40493	-24.94621	
FAKE123	741	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N371A2	Yes	2009-03-05	30.3	16.6	179	1762	FEMALE	7.98094	-25.86419	
FAKE123	742	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N372A1	Yes	2009-12-24	49.5	21.6	182	4091	FEMALE	9.71086	-25.46565	
FAKE123	743	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N372A2	Yes	2007-03-09	49.7	17.0	207	4810	FEMALE	8.60471	-25.74341	
FAKE123	744	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N373A1	Yes	2009-11-03	45.2	18.1	204	1957	MALE	8.37908	-26.52726	
FAKE123	745	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N373A2	Yes	2009-11-26	44.3	15.8	187	2634	MALE	9.87438	-25.10922	
FAKE123	746	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N374A1	Yes	2009-07-19	39.9	17.9	219	1183	MALE	7.40635	-26.84425	
FAKE123	747	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N374A2	Yes	2007-11-26	31.9	16.8	184	1913	MALE	9.55943	-26.38413	
FAKE123	748	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N375A1 	Yes	2007-12-08	34.9	17.2	186	1321	MALE	7.82774	-24.54792	
FAKE123	749	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N375A2	Yes	2007-05-09	46.5	22.9	197	3230	FEMALE	8.19466	-26.22541	
FAKE123	750	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N376A1	Yes	2009-11-21	33.2	16.5	202	2518	FEMALE	7.99384	-26.5609	
FAKE123	751	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N376A2	Yes	2009-08-22	37.5	15.4	210	2460	MALE	8.46074	-25.83454	
FAKE123	752	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N377A1	Yes	2009-08-04	31.9	22.6	208	2246	FEMALE	9.84643	-24.40859	
FAKE123	753	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N377A2	Yes	2008-01-04	47.7	22.6	200	3964	MALE	7.64175	-24.74172	
FAKE123	754	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N378A1	Yes	2009-01-24	43.4	17.9	224	1741	MALE	9.14828	-23.39135	
FAKE123	755	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N378A2	Yes	2007-05-06	49.6	21.7	214	1380	MALE	7.92554	-25.93607	
FAKE123	756	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N379A1	Yes	2008-06-24	45.2	21.0	183	3530	MALE	9.66077	-26.89741	
FAKE123	757	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N379A2	Yes	2008-01-01	42.2	20.0	211	1903	FEMALE	8.94551	-26.25415	
FAKE123	758	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N380A1	Yes	2007-12-27	31.8	19.6	226	1942	FEMALE	7.23567	-26.44644	
FAKE123	759	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N380A2	Yes	2008-12-24	36.1	17.4	210	1747	MALE	8.9808	-24.35529	
FAKE123	760	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N381A1	Yes	2009-10-27	47.7	20.9	162	4658	MALE	8.35296	-24.52185	
FAKE123	761	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N381A2	Yes	2007-02-24	44.4	21.6	170	2744	FEMALE	9.73129	-24.27355	
FAKE123	762	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N382A1	Yes	2008-09-27	37.7	22.8	198	3652	MALE	7.66925	-23.53819	
FAKE123	763	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N382A2	Yes	2008-10-13	50.0	20.4	180	1149	MALE	9.26375	-26.64995	
FAKE123	764	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N383A1	Yes	2007-03-01	42.4	17.3	190	4249	MALE	8.66064	-25.96627	
FAKE123	765	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N383A2	Yes	2008-04-05	43.9	15.0	193	1386	FEMALE	9.26329	-23.88111	
FAKE123	766	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N384A1	Yes	2008-12-13	30.1	21.6	210	4561	MALE	7.88989	-25.70446	
FAKE123	767	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N384A2	Yes	2008-07-11	39.0	18.1	196	2199	FEMALE	7.85787	-26.85263	
FAKE123	768	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N385A1	Yes	2009-02-05	39.3	17.2	206	4318	MALE	9.12248	-23.51532	
FAKE123	769	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N385A2	Yes	2007-06-23	42.8	15.7	207	3770	MALE	8.39675	-23.21485	
FAKE123	770	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N386A1	Yes	2007-01-12	40.0	22.0	208	1408	MALE	9.22063	-23.51061	
FAKE123	771	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N386A2	No	2009-04-01	48.5	22.9	194	4982	MALE	9.96836	-26.2788	
FAKE123	772	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N387A1	No	2007-07-08	31.7	17.6	209	4295	FEMALE	7.11254	-26.83696	
FAKE123	773	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N387A2	Yes	2009-09-30	36.5	16.2	219	2774	FEMALE	8.09039	-24.18496	
FAKE123	774	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N388A1	Yes	2009-09-20	45.9	15.1	166	1037	MALE	8.50209	-23.69754	
FAKE123	775	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N388A2	Yes	2007-05-18	39.4	21.3	210	3374	FEMALE	7.06408	-23.09932	
FAKE123	776	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N389A1	Yes	2008-09-21	34.1	20.7	212	2634	FEMALE	8.385	-26.88398	
FAKE123	777	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N389A2	Yes	2008-09-22 	41.0	17.3	222	4795	FEMALE	8.54858	-26.02485	
FAKE123	778	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N390A1	Yes	2007-08-06	36.2	21.8	190	2842	FEMALE	9.08136	-26.30705	
FAKE123	779	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N390A2	Yes	2008-09-17	38.4	17.0	214	2345	MALE	7.44783	-24.69187	
FAKE123	780	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N391A1	No	2007-06-13	48.6	16.3	181	3599	MALE	9.19716	-24.11168	
FAKE123	781	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N391A2	Yes	2007-07-11	44.8	20.3	178	2297	MALE	9.00999	-24.34966	
FAKE123	782	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N392A1	Yes	2008-12-13	40.7	20.0	225	2996	FEMALE	7.66849	-24.63373	
FAKE123	783	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N392A2	Yes	2007-02-13	34.6	21.0	182	1837	FEMALE	9.03826	-26.19461	
FAKE123	784	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N393A1	Yes	2008-06-15	34.4	21.5	170	2803	MALE	9.21218	-24.8857	
FAKE123	785	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N393A2	Yes	2007-08-14	39.9	15.3	192	1642	FEMALE	9.82632	-24.4781	
FAKE123	786	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N394A1	Yes	2008-10-10	47.8	16.7	197	3193	FEMALE	9.02279	-26.83806	
FAKE123	787	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N394A2	Yes	2009-08-25	43.9	16.1	206	1178	MALE	8.1532	-25.76269	
FAKE123	788	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N395A1	Yes	2009-05-03	49.5	18.1	200	1763	FEMALE	8.65176	-26.61687	
FAKE123	789	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N395A2	Yes	2007-09-11	30.7	22.5	228	2197	FEMALE	9.45541	-26.49111	
FAKE123	790	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N396A1	Yes	2007-02-01	36.1	20.0	212	4840	MALE	8.81482	-23.15234	
FAKE123	791	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N396A2	Yes	2007-11-13	44.9	18.5	183	2744	FEMALE	7.16638	-23.56052	
FAKE123	792	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N397A1	Yes	2008-12-23	34.1	19.2	202	4178	FEMALE	8.92639	-26.32669	
FAKE123	793	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N397A2	Yes	2008-06-02	48.7	22.5	224	3638	FEMALE	9.87917	-24.63318	
FAKE123	794	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N398A1	No	2008-10-08	30.3	19.7	163	1424	FEMALE	9.65883	-25.15377	
FAKE123	795	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N398A2	Yes	2008-02-24	32.4	17.0	204	4526	FEMALE	9.1929	-26.39839	
FAKE123	796	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N399A1	Yes	2008-11-21	34.3	21.7	209	1623	FEMALE	8.2015	-25.48968	
FAKE123	797	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N399A2	Yes	2009-01-25	40.3	20.4	174	4783	MALE	7.83542	-25.17196	
FAKE123	798	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N400A1	No	2009-08-10	41.5	18.6	217	1083	MALE	7.45192	-24.45064	
FAKE123	799	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N400A2	Yes	2007-11-08	40.2	18.6	215	2419	FEMALE	7.31078	-24.65694	
FAKE123	800	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N401A1	Yes	2008-11-13	46.1	19.5	192	4823	FEMALE	9.47303	-24.24378	
FAKE123	801	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N401A2	Yes	2009-01-01	37.9	17.9	187	3533	MALE	7.93427	-26.49975	
FAKE123	802	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N402A1	Yes	2008-08-10	48.5	19.7	164	2696	MALE	7.20984	-24.37683	
FAKE123	803	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N402A2	Yes	2008-11-22	37.7	6.9	177	1775	MALE	8.02028	-24.90764	
FAKE123	804	Adelie Penguin (Pygoscelis adeliae)	 Anvers	Dream	Adult, 1 Egg Stage	N403A1	Yes	2007-11-22	48.8	15.5	207	2532	FEMALE	8.33379	-26.65862	
FAKE123	805	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N403A2	Yes	2007-04-13	32.1	18.4	178	4620	FEMALE	7.19818	-24.34787	
FAKE123	806	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N404A1	Yes	2008-11-14	38.4	20.8	201	3665	FEMALE	9.67017	-26.93183	
FAKE123	807	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N404A2	Yes	2007-01-25	44.4	20.1	192	2894	MALE	7.26301	-24.84958	
FAKE123	808	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N405A1	Yes	2008-12-01	42.5	17.8	176	3642	MALE	7.37945	-23.12182	
FAKE123	809	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N405A2	Yes	2007-05-05	42.1	18.0	186	3754	MALE	8.69936	-23.82381	
FAKE123	810	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N406A1	Yes	2007-07-08	37.9	21.6	183	2143	FEMALE	9.24593	-25.89484	
FAKE123	811	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N406A2	Yes	2007-06-18	45.6	18.5	172	1911	MALE	8.31952	-26.0454	
FAKE123	812	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N407A1	No	2007-02-27	47.7	20.8	224	4063	MALE	7.07236	-26.54763	
FAKE123	813	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N407A2	Yes	2007-01-04	44.6	19.7	175	4453	MALE	9.75755	-24.10469	
FAKE123	814	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N408A1	Yes	2008-01-25	31.0	20.4	229	2474	FEMALE	7.92015	-26.56757	
FAKE123	815	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N408A2	Yes	2007-02-29	41.2	16.8	162	3384	MALE	8.04297	-25.67383	
FAKE123	816	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N409A1	Yes	2007-07-25	30.2	21.7	222	1954	MALE	7.21025	-23.55166	
FAKE123	817	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N409A2	Yes	2009-10-15	39.5	19.0	186	4090	MALE	7.10801	-25.90036	
FAKE123	818	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N410A1	No	2008-06-11	34.0	16.9	179	3497	FEMALE	8.13464	-25.02322	
FAKE123	819	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N410A2	Yes	2007-01-02	39.6	22.4	25	2569	MALE	8.26299	-25.76482	
FAKE123	820	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N411A1	Yes	2008-05-14	41.1	20.4	204	1378	MALE	8.38694	-25.61554	
FAKE123	821	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N411A2	Yes	2009-09-18	37.5	22.1	215	3305	MALE	7.3519	-24.5313	
FAKE123	822	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N412A1	Yes	2008-05-22	38.5	22.9	199	4157	MALE	8.19229	-23.89462	
FAKE123	823	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N412A2	Yes	2009-02-03	34.5	21.3	193	3858 	MALE	7.65857	-24.82889	
FAKE123	824	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N413A1	Yes	2009-11-21	35.1	16.0	174	3952	FEMALE	7.5099	-25.59589	
FAKE123	825	Adelie Penguin (Pygoscelis adeliae)	Anvers	5Biscoe	Adult, 1 Egg Stage	N413A2	Yes	2007-11-15	44.9	17.6	186	3295	MALE	9.07569	-23.95059	
FAKE123	826	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N414A1	No	2009-11-03	49.1	15.2	208	4624	FEMALE	9.18808	-23.04194	
FAKE123	827	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N414A2	Yes	2008-10-16	44.8	19.2	208	1494	FEMALE	8.90029	-26.90571	
